"id","event_Name","performer","event_id","stagesN","description","tpltype"
"1","Juice=Juice ファーストライブツアー2014〜2015 News=News 〜各地よりお届けします!〜","Juice=Juice","SPJJ001","65","Juice=Juice初の単独ライブハウスツアー","0"
"2","Juice=Juiceファーストライブツアー2015 特別編!! 〜Special Juice〜","Juice=Juice","SPJJ002","5","Juice=Juice初のホールコンサートツアー","0"
"3","Juice=Juice LIVE MISSION 220 〜Code1→Begin to Run〜","Juice=Juice","SPJJ003","57","220ツアー第一弾","0"
"4","Juice=Juice LIVE MISSION 220 in Taipei & Hong Kong","Juice=Juice","SPJJ004","2","Juice=Juice初の海外公演","0"
"5","Juice=Juice LIVE MISSION 220 〜Special Code→J=J Day 2015〜","Juice=Juice","SPJJ005","4",,"0"
"6","Juice=Juice LIVE MISSION 220 〜Code2→NEXT to YOU〜","Juice=Juice","SPJJ006","57",,"0"
"7","Juice=Juice LIVE MISSION 220 〜Code3→Growing!〜","Juice=Juice","SPJJ007","46",,"0"
"8","Juice=Juice LIVE MISSION 220 〜Code3 Special→Growing Up!〜","Juice=Juice","SPJJ008","12",,"0"
"9","Juice=Juice LIVE MISSION 220 〜Last Code→Full Squeeze!〜","Juice=Juice","SPJJ009","43",,"0"
"10","Juice=Juice LIVE MISSION 220 〜Special Code→J=J Day 2016〜","Juice=Juice","SPJJ010","4",,"0"
"11","Juice=Juice LIVE MISSION FINAL at 日本武道館","Juice=Juice","SPJJ011","1","単独220公演を達成し、結成からハロプロ史上最速で立った日本武道館公演。","0"
"12","Juice=Juice LIVE AROUND 2017 〜NEXT ONE〜","Juice=Juice","SPJJ012","22",,"0"
"13","Juice=Juice LIVE AROUND 2017 〜NEXT ONE SPECIAL〜","Juice=Juice","SPJJ013","12",,"0"
"14","Juice=Juice LIVE AROUND 2017 〜Seven Horizon〜","Juice=Juice","SPJJ014","20","新メンバーが加入し7人体制となって初めての単独ツアー。梁川と段原の２人は7/17京都公演から参加。宮本は機能性発声障害により一時活動を休止していたが、8/31横浜公演で復帰した。","0"
"15","Juice=Juice LIVE AROUND 2017 〜World Tour〜","Juice=Juice","SPJJ015","7",NULL,"0"
"16","Juice=Juice LIVE AROUND 2017 〜in the World→J=J Day Special〜","Juice=Juice","SPJJ016","2",,"0"
"17","Juice=Juice LIVE AROUND 2017 〜Beyond the Beyond〜","Juice=Juice","SPJJ017","14",,"0"
"18","Juice=Juice LIVE AROUND 2017 FINAL at 日本武道館 〜Seven Squeeze!〜","Juice=Juice","SPJJ018","1",,"0"
"19","Juice=Juice LIVE GEAR 2018 〜Go ahead〜","Juice=Juice","SPJJ019","25",,"0"
"20","Juice=Juice LIVE GEAR 2018 〜Go ahead SPECIAL〜","Juice=Juice","SPJJ020","11",,"0"
"21","Juice=Juice LIVE GEAR 2018 〜Esperanza〜","Juice=Juice","SPJJ021","26",,"0"
"22","Juice=Juice LIVE GEAR 2018 〜Esperanza J=J DAY SPECIAL〜","Juice=Juice","SPJJ022","3",,"0"
"23","Juice=Juice LIVE 2018 at NIPPON BUDOKAN TRIANGROOOVE","Juice=Juice","SPJJ023","1",,"0"
"24","Juice=Juice LIVE TOUR 2019 〜GO FOR IT!〜","Juice=Juice","SPJJ024","11",,"0"
"25","Juice=Juice CONCERT TOUR 2019 〜JuiceFull!!!!!!!〜","Juice=Juice","SPJJ025","17",,"0"
"26","ハロプロ プレミアム Juice=Juice CONCERT TOUR 2019 〜JuiceFull!!!!!!!〜 FINAL 宮崎由加卒業スペシャル","Juice=Juice","SPJJ026","1",,"0"
"27","Juice=Juice LIVE TOUR 2019〜Con Amor〜","Juice=Juice","SPJJ027","39",,"0"
"28","Juice=Juice LIVE TOUR 2019〜Con Amor J=J DAY SPECIAL〜","Juice=Juice","SPJJ028","1",,"0"
"29","Juice=Juice Concert 2019 〜octopic!〜","Juice=Juice","SPJJ029","1",,"0"
"30","Juice=Juice LIVE TOUR 2020 〜NEW SENSATION〜","Juice=Juice","SPJJ030","5",,"0"
"31","Juice=Juice コンサート2020 〜続いていくSTORY〜 宮本佳林卒業スペシャル","Juice=Juice","SPJJ031","1",,"0"
"32","Juice=Juice Concert 2021 〜FAMILIA〜 金澤朋子ファイナル","Juice=Juice","SPJJ032","1",,"0"
"33","Hello! Project 2022 Spring CITY CIRCUIT Juice=Juice CONCERT TOUR 〜terzo〜","Juice=Juice","SPJJ033","15","Hello! Project 2022 Spring CITY CIRCUIT","0"
"34","モーニング娘。 平家みちよ ファーストコンサート Hello!","モーニング娘。 / 平家みちよ","HC98001","5",,"0"
"35","Hello! ハッピーニューイヤー '99","モーニング娘。 / 中澤ゆうこ / タンポポ / 平家みちよ","HC99001","4",,"0"
"36","Hello! Project サマーコンサート '99","モーニング娘。 / 中澤ゆうこ / タンポポ / 平家みちよ / 太陽とシスコムーン / ココナッツ娘。 / カントリー娘。 / 三佳千夏","HC99002","4",,"0"
"37","Hello! Project ハッピーニューイヤー 2000","モーニング娘。 / 中澤ゆうこ / タンポポ / プッチモニ / 平家みちよ / 太陽とシスコムーン / ココナッツ娘。 / カントリー娘。 / 三佳千夏 / メロ","HC00001","16",,"0"
"38","Hello! Project 2000 集まれ! サマーパーティ","モーニング娘。 / 中澤ゆうこ / タンポポ / プッチモニ / 平家みちよ / T&Cボンバー / ココナッツ娘。 / カントリー娘。 / 三佳千夏 / メロン記","HC00002","17",,"0"
"39","Hello! Project 2001 すごいぞ! 21世紀","モーニング娘。 / 中澤ゆうこ / タンポポ / プッチモニ / 平家みちよ / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / 前田有紀 / ","HC01001","20",,"0"
"40","Hello! Project 2001 TOGETHER! サマーパーティー!","モーニング娘。 / 中澤裕子 / タンポポ / プッチモニ / ミニモニ。 / 平家みちよ / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / ","HC01002","14",,"0"
"41","Hello! Project 2002 〜今年もすごいぞ〜","モーニング娘。 / 中澤裕子 / タンポポ / プッチモニ / ミニモニ。 / 平家みちよ / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / ","HC02001","28",,"0"
"42","Hello! Project 2002 〜ONE HAPPY SUMMER DAY〜","モーニング娘。 / 中澤裕子 / 後藤真希 / ミニモニ。 / 平家みちよ / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / 前田有紀 / 松","HC02002","12",,"0"
"43","Hello! Project 2003 Winter 〜楽しんじゃってます!〜","モーニング娘。 / 中澤裕子 / 後藤真希 / タンポポ / プッチモニ / ミニモニ。 / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / 前","HC03001","25",,"0"
"44","Hello! Project 2003 夏 〜よっしゃ! ビックリサマー!!〜","モーニング娘。 / 中澤裕子 / 安倍なつみ / 保田圭 / 後藤真希 / ミニモニ。 / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記念日 / 前田","HC03002","12",,"0"
"45","Hello! Project 2004 Winter 〜C'MON! ダンスワールド〜","モーニング娘。 / 中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 後藤真希 / ミニモニ。 / 稲葉貴子 / ココナッツ娘。 / カントリー娘。 / メロン記","HC04001","23",,"0"
"46","Hello! Project 2004 Summer 〜夏のドーン〜","モーニング娘。 / 中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 後藤真希 / W / 稲葉貴子 / アヤカ（ココナッツ娘。） / カントリー娘。 / メロン","HC04002","12",,"0"
"47","Hello! Project 2005 Winter 〜A HAPPY NEW POWER! 紅組〜","モーニング娘。 / カントリー娘。 / メロン記念日 / 松浦亜弥 / 美勇伝 / ハロー!プロジェクト / キッズ（後の℃-ute） / H.P.オールス","HC05001","9",,"0"
"48","Hello! Project 2005 Winter 〜A HAPPY NEW POWER! 白組〜","中澤裕子 / 保田圭 / 後藤真希 / W / 稲葉貴子 / アヤカ（ココナッツ娘。） / 前田有紀 / Berryz工房 / H.P.オールスターズ / ハロプロ","HC05002","9",,"0"
"49","Hello! Project 2005 Winter オールスターズ大乱舞〜A HAPPY NEW POWER! 飯田圭織卒業スペシャル〜","モーニング娘。 / 中澤裕子 / 保田圭 / 後藤真希 / 美勇伝 / W / 稲葉貴子 / カントリー娘。 / アヤカ（ココナッツ娘。） / メロン記念日 / 前田有","HC05003","4",,"0"
"50","Hello! Project 2005 夏の歌謡ショー 〜'05 セレクション! コレクション!〜","モーニング娘。 / 中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 後藤真希 / 美勇伝 / W / 稲葉貴子 / アヤカ（ココナッツ娘。） / カントリー娘。","HC05004","8",,"0"
"51","Hello! Project 2006 Winter 〜エルダークラブ〜","モーニング娘。 / 美勇伝 / W / Berryz工房 / ℃-ute / ハロプロエッグ選抜","HC06001","13",,"0"
"52","Hello! Project 2006 Winter 〜ワンダフルハーツ〜","飯田圭織 / 安倍なつみ / 保田圭 / 後藤真希 / 稲葉貴子 / アヤカ（ココナッツ娘。） / カントリー娘。 / メロン記念日 / 前田有紀 / 松浦亜弥 / ハ","HC06002","14",,"0"
"53","Hello! Project 2006 Winter 〜全員集GO!〜","モーニング娘。 / 飯田圭織 / 安倍なつみ / 保田圭 / 後藤真希 / 美勇伝 / W / 稲葉貴子 / アヤカ（ココナッツ娘。） / カントリー娘。 / メロン記","HC06003","3",,"0"
"54","Hello! Project 2006 Summer 〜ワンダフルハーツランド〜","モーニング娘。 / 美勇伝 / 辻希美（W） / Berryz工房 / ℃-ute / 月島きらり starring 久住小春（モーニング娘。） / ハ","HC06004","7",,"0"
"55","Hello! Project 2007 Winter 〜ワンダフルハーツ 乙女Gocoro〜","モーニング娘。 / 美勇伝 / 辻希美 / Berryz工房 / ℃-ute / 月島きらり starring 久住小春（モーニング娘。） / THE ","HC07001","11",,"0"
"56","Hello! Project 2007 Winter 〜エルダークラブ The Celebration〜","中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 矢口真里 / 後藤真希 / 稲葉貴子 / アヤカ（ココナッツ娘。） / カントリー娘。 / メロン記念日 / 前","HC07002","11",,"0"
"57","Hello! Project 2007 Winter 〜集結! 10th Anniversary〜","モーニング娘。 / 中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 矢口真里 / 後藤真希 / 美勇伝 / 辻希美 / 稲葉貴子 / アヤカ（ココナッツ娘。） / ","HC07003","3",,"0"
"58","Hello! Project 2007 Summer 10th アニバーサリー大感謝祭 〜ハロ☆プロ夏祭り〜","モーニング娘。 / 美勇伝 / メロン記念日 / Berryz工房 / ℃-ute / 矢口真里 / 月島きらり starring 久住小春（モーニング","HC07004","11",,"0"
"59","Hello! Project 2008 Winter 〜ワンダフルハーツ 年中夢求〜","モーニング娘。 / Berryz工房 / ℃-ute / 月島きらり starring 久住小春（モーニング娘。） / Buono! / アテナ&ロ","HC08001","11",,"0"
"60","Hello! Project 2008 Winter 〜かしまし エルダークラブ〜","中澤裕子 / 安倍なつみ / 保田圭 / 矢口真里 / 稲葉貴子 / アヤカ（ココナッツ娘。） / メロン記念日 / 前田有紀 / 松浦亜弥 / 美勇伝 / 音楽ガッタ","HC08002","9",,"0"
"61","Hello! Project 2008 Winter 〜決定! ハロ☆プロ アワード'08〜","モーニング娘。 / 中澤裕子 / 安倍なつみ / 保田圭 / 矢口真里 / 稲葉貴子 / アヤカ（ココナッツ娘。） / メロン記念日 / 前田有紀 / 松浦亜弥 / 美","HC08003","3",,"0"
"62","Hello! Project 2008 Summer ワンダフルハーツ公演〜避暑地でデートいたしまSHOW〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / 月島きらり starring 久住小春（モーニング娘。） / MilkyW","HC08004","9",,"0"
"63","Hello! Project 2009 Winter ワンダフルハーツ公演 〜革命元年〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / 月島きらり starring 久住小春（モーニング娘。） / MilkyW","HC09001","13",,"0"
"64","Hello! Project 2009 Winter エルダークラブ公演 〜Thank you for your LOVE!〜","中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 矢口真里 / 小川麻琴 / 藤本美貴 / 稲葉貴子 / メロン記念日 / 前田有紀 / 松浦亜弥 / 三好絵梨香 / 岡","HC09002","8",,"0"
"65","Hello! Project 2009 Winter 決定! ハロ☆プロ アワード'09 〜エルダークラブ卒業記念スペシャル〜","中澤裕子 / 飯田圭織 / 安倍なつみ / 保田圭 / 矢口真里 / 辻希美 / 小川麻琴 / 藤本美貴 / 稲葉貴子 / メロン記念日 / 前田有紀 / 松浦亜弥 / 三好絵","HC09003","3",,"0"
"66","Hello! Project 2009 SUMMER 革命元年 〜Hello! チャンプル〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / High-King / 続 / 美勇伝 / あぁ! / ZYX-α / 新ミニモニ。 / プッ","HC09004","12",,"0"
"67","Hello! Project 2010 WINTER 歌超風月 〜モベキマス!〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ハロプロエッグ選抜","HC10001","14",,"0"
"68","Hello! Project 2010 WINTER 歌超風月 〜シャッフルデート〜","High-King / 続 / 美勇伝 / あぁ! / ZYX-α / 新ミニモニ。 / プッチモニV / タンポポ# / Buono! / ガーディアンズ4 / ハロ","HC10002","8",,"0"
"69","Hello! Project 2010 SUMMER 〜ファンコラ!〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / High-King（神戸夜 / 中野朝 / 中野夜公演のみ） / 続","HC10003","14",,"0"
"70","Hello! Project 2011 WINTER 〜歓迎新鮮まつり〜Aがなライブ","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / High-King / 続 / 美勇伝 / あぁ! / ZYX-α / 新ミ","HC11001","12",,"0"
"71","Hello! Project 2011 WINTER 〜歓迎新鮮まつり〜Bっくりライブ","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / High-King / 続 / 美勇伝 / あぁ! / ZYX-α / 新ミ","HC11002","8",,"0"
"72","Hello! Project 2011 SUMMER 〜ニッポンの未来は WOW WOW ライブ〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / High-King（YEAH YEAH ライブのみ） / ハ","HC11003","9",,"0"
"73","Hello! Project 2011 SUMMER 〜ニッポンの未来は YEAH YEAH ライブ〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / High-King（YEAH YEAH ライブのみ） / ハ","HC11004","9",,"0"
"74","Hello! Project 2012 WINTER ハロ☆プロ天国〜ロックちゃん〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ハロプロエッグ選抜","HC12001","10",,"0"
"75","Hello! Project 2012 WINTER ハロ☆プロ天国〜ファンキーちゃん〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ハロプロエッグ選抜","HC12002","9",,"0"
"76","Hello! Project 2012 SUMMER〜Ktkr 夏のFAN祭り〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ピーベリー（Ktkr〈キタコレ〉夏のFAN祭り!のみ） / ","HC12003","9",,"0"
"77","Hello! Project 2012 SUMMER〜Wkwk 夏のFAN祭り〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ピーベリー（Ktkr〈キタコレ〉夏のFAN祭り!のみ） / ","HC12004","9",,"0"
"78","Hello! Project15周年記念ライブ 2013 WINTER 〜ビバ!〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ピーベリー / DIY♡ / GREEN FIELDS / ハロプロ","HC13001","12",,"0"
"79","Hello! Project15周年記念ライブ 2013 WINTER 〜ブラボー!〜","モーニング娘。 / Berryz工房 / ℃-ute / 真野恵里菜 / スマイレージ / ピーベリー / DIY♡ / GREEN FIELDS / ハロプロ","HC13002","12",,"0"
"80","Hello! Project 2013 SUMMER COOL HELLO!〜ソレゾーレ!〜","モーニング娘。 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC13003","12",,"0"
"81","Hello! Project 2013 SUMMER COOL HELLO!〜マゼコーゼ!〜","モーニング娘。 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC13004","10",,"0"
"82","Hello! Project 2014 WINTER〜GOiSU MODE〜","モーニング娘。'14 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC14001","11",,"0"
"83","Hello! Project 2014 WINTER〜DE-HA MiX〜","モーニング娘。'14 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC14002","9",,"0"
"84","Hello! Project 2014 SUMMER KOREZO!","モーニング娘。'14 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC14003","12",,"0"
"85","Hello! Project 2014 SUMMER YAPPARI!","モーニング娘。'14 / Berryz工房 / ℃-ute / スマイレージ / Juice=Juice / ハロプロ研修生","HC14004","9",,"0"
"86","Hello! Project 2015 WINTER 〜DANCE MODE!〜","Berryz工房 / ℃-ute / モーニング娘。'15 / アンジュルム / Juice=Juice / カントリー・ガールズ / ハロー!プロジェ","HC15001","13",,"0"
"87","Hello! Project 2015 WINTER 〜HAPPY EMOTION!〜","Berryz工房 / ℃-ute / モーニング娘。'15 / アンジュルム / Juice=Juice / カントリー・ガールズ / ハロー!プロジェ","HC15002","9",,"0"
"88","Hello! Project 2015 SUMMER 〜DISCOVERY〜 ","℃-ute / モーニング娘。'15 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクト","HC15003","12",,"0"
"89","Hello! Project 2015 SUMMER 〜CHALLENGER〜","℃-ute / モーニング娘。'15 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクト","HC15004","8",,"0"
"90","Hello! Project 2016 WINTER 〜DANCING!SINGING!EXCITING!〜","℃-ute / モーニング娘。'16 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクト","HC16001","21",,"0"
"91","Hello! Project 2016 SUMMER 〜 Sunshine Parade 〜","℃-ute / モーニング娘。'16 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクト","HC16002","12",,"0"
"92","Hello! Project 2016 SUMMER 〜 Rainbow Carnival 〜","℃-ute / モーニング娘。'16 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクト","HC16003","8",,"0"
"93","Hello! Project 2017 WINTER 〜 Crystal Clear 〜","モーニング娘。'17 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / ハロプ","HC17001","11",,"0"
"94","Hello! Project 2017 WINTER 〜 Kaleidoscope 〜","モーニング娘。'17 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / ハロプ","HC17002","8",,"0"
"95","Hello! Project 2017 SUMMER 〜HELLO! MEETING〜","モーニング娘。'17 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / ハロプ","HC17003","12",,"0"
"96","Hello! Project 2017 SUMMER 〜HELLO! GATHERING〜","モーニング娘。'17 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / ハロプ","HC17004","8",,"0"
"97","Hello! Project 20th Anniversary!! Hello! Project 2018 WINTER〜PERFECT SCORE〜","モーニング娘。'18 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / 稲場愛","HC18001","10",,"0"
"98","Hello! Project 20th Anniversary!! Hello! Project 2018 WINTER〜FULL SCORE〜","モーニング娘。'18 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / 稲場愛","HC18002","9",,"0"
"99","Hello! Project 20th Anniversary!! Hello! Project 2018 WINTER〜PERFECT SCORE+〜","モーニング娘。'18 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / 新グル","HC18003","4",,"0"
"100","Hello! Project 20th Anniversary!! Hello! Project 2018 SUMMER 〜ALL FOR ONE〜","モーニング娘。'18 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / 新グル","HC18004","11",,"0"
"101","Hello! Project 20th Anniversary!! Hello! Project 2018 SUMMER 〜ONE FOR ALL〜","モーニング娘。'18 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / 新グル","HC18005","8",,"0"
"102","Hello! Project 20th Anniversary!! Hello! Project 2019 WINTER 〜YOU & I〜","モーニング娘。'19 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生","HC19001","13",,"0"
"103","Hello! Project 20th Anniversary!! Hello! Project 2019 WINTER 〜NEW AGE〜","モーニング娘。'19 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生","HC19002","9",,"0"
"104","Hello! Project 2019 SUMMER「beautiful」 ","モーニング娘。'19 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生","HC19003","11",,"0"
"105","Hello! Project 2019 SUMMER「harmony」","モーニング娘。'19 / アンジュルム / Juice=Juice / カントリー・ガールズ / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生","HC19004","9",,"0"
"106","Hello! Project 2020 Winter HELLO! PROJECT IS  [　　　　　] 〜side A〜 ","モーニング娘。'20 / アンジュルム / Juice=Juice / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロ","HC20001","14",,"0"
"107","Hello! Project 2020 Winter HELLO! PROJECT IS  [　　　　　]   〜side B〜","モーニング娘。'20 / アンジュルム / Juice=Juice / こぶしファクトリー / つばきファクトリー / BEYOOOOONDS / ハロ","HC20002","11",,"0"
"108","Hello! Project 2021 Winter 〜STEP BY STEP〜","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー[注 8] / BEYOOOOONDS","HC21001","52",,"0"
"109","Hello! Project 2021 春「花鳥風月」","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生ユニット","HC21002","74",,"0"
"110","Hello! Project 2021 Summer Ruby","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS","HC21003","25",,"0"
"111","Hello! Project 2021 Summer Sapphire ","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生ユニット（","HC21004","26",,"0"
"112","Hello! Project 2021 秋「続・花鳥風月」","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS","HC21005","64",,"0"
"113","Hello! Project 2022 Winter 〜LOVE 〜","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS / OCHA NORMA / ハ","HC22001","23",,"0"
"114","Hello! Project 2022 Winter 〜PEACE〜","モーニング娘。'21 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS / OCHA NORMA / ハ","HC22002","22",,"0"
"115","Hello! Project 2020 Summer COVERS 〜The Ballad〜","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS","BL20001","36","<img src=""img/teams.jpg"" class=""team"">","0"
"116","Hello! Project 2020 〜The Ballad〜","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS","BL20002","141",,"0"
"117","Hello! Project 2020 Autumn 〜The Ballad〜 Extra Number","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー","BL20003","1",,"0"
"118","Hello! Project 2020 〜The Ballad〜 Special Number","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS / ハロプロ研修生","BL20004","1",,"0"
"119","Hello! Project 2020 COVERS 〜The Ballad Best Selection〜","モーニング娘。'20 / アンジュルム / Juice=Juice / つばきファクトリー / BEYOOOOONDS","BL20005","2",,"0"
"1184","event_Name","member","event_i","0","description","0"
"1185","℃-uteバースデー企画「3人でバースデーイベントやっちゃいます！だって私たち2月生まれなんですもん！Part2」","矢島舞美 / 中島早貴 / 萩原舞","BD11001","3",,"0"
"1186","真野恵里菜 Friends Party vol.5 〜 from19910411未の女 20TH DREAM BIRTHDAY","真野恵里菜","BD11002","2",,"0"
"1187","モーニング娘。新垣里沙&譜久村聖バースデーイベント","新垣里沙 / 譜久村聖 / 生田衣梨奈 / 工藤遥","BD11003","2",,"0"
"1188","℃-uteバースデー企画「3人でバースデーイベントやっちゃいます！だって私たち2月生まれなんですもん！Part3","矢島舞美 / 中島早貴 / 萩原舞","BD12001","3",,"0"
"1189","スマイレージ 勝田里奈バースデーイベント","勝田里奈","BD12002","2",,"0"
"1190","真野恵里菜 PLATINUM ANNEXイベント〜別冊“マノマニア”豪華版 前夜祭〜","真野恵里菜","BD12003","2",,"0"
"1191","真野恵里菜 PLATINUM ANNEXイベント〜別冊“マノマニア”豪華版 生誕祭〜","真野恵里菜","BD12004","2",,"0"
"1192","モーニング娘。10期メンバーイベント〜祝・誕生日＼(^O^)／今夜の主役は…まーちゃん！〜","飯塚春菜 / 石田亜佑美 / 佐藤優樹 / 工藤遥","BD12005","2",,"0"
"1193","モーニング娘。9期メンバーイベント〜祝・誕生日！乾杯は、しゅわしゅわぽん！ひゃっっほーい♪( ´θ｀)ノ〜","譜久村聖 / 生田衣梨奈 / 鞘師里保 / 鈴木香音","BD12006","1",,"0"
"1194","スマイレージ 中西香菜バースデーイベント2012","中西香菜","BD12007","2",,"0"
"1195","スマイレージ 和田彩花バースデーイベント2012","和田彩花","BD12008","2",,"0"
"1196","工藤遥バースデーイベント〜中学生NIGHT!!〜","生田衣梨奈 / 鞘師里保 / 鈴木香音 / 佐藤優樹 / 工藤遥","BD12009","1",,"0"
"1197","スマイレージ 田村芽実バースデーイベント2012","田村芽実","BD12010","2",,"0"
"1198","譜久村聖&飯窪春菜バースデーイベント〜高校生NIGHT!!〜","譜久村聖 / 飯窪春菜 / 石田亜佑美","BD12011","1",,"0"
"1199","田中れいなバースデーイベント 〜おつかれいな会。みんな集合せよ〜","田中れいな","BD12012","1",,"0"
"1200","スマイレージ 竹内朱莉バースデーイベント2012","竹内朱莉","BD12013","2",,"0"
"1201","石田亜佑美バースデーイベントＤＸ〜９期メンの２人を迎えて〜","石田亜佑美 / 生田衣梨奈 / 鈴木香音 / 鈴木愛理","BD13001","2",,"0"
"1202","℃-uteバースデー企画〜今年は5人でバースデーイベントやっちゃいます!だってみんなで楽しみたいもん!〜","℃-ute","BD13002","1",,"0"
"1203","スマイレージ福田花音バースデーイベント2013","福田花音","BD13003","2",,"0"
"1204","菅谷梨沙子バースデーイベント〜 with thanks!〜","菅谷梨沙子","BD13004","2",,"0"
"1205","スマイレージ 勝田里奈バースデーイベント2013","勝田里奈","BD13005","2",,"0"
"1206","鈴木愛理バースデー企画〜19の歌声〜","鈴木愛理 / 田口夏実","BD13006","1",,"0"
"1207","佐藤優樹バースデーイベント 〜１４才なうなぅーーー!!〜","佐藤優樹 / 工藤遥","BD13007","2",,"0"
"1208","徳永千奈美バースデーイベント〜there My 21 Birthd Party.night!〜（みんなで私のお誕生日お祝いしてくれる夜）","徳永千奈美","BD13008","2",,"0"
"1209","鞘師里保バースデーイベント〜鞘師のこと、いつ祝うの？今でしょ!!〜","鞘師里保 / 譜久村聖 / 石田亜佑美 / 小田さくら","BD13009","1",,"0"
